episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/exploration_infos,info/num_target_updates,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/replay_time_ms,info/grad_time_ms,info/update_time_ms,info/opt_peak_throughput,info/opt_samples,perf/cpu_util_percent,perf/ram_util_percent,evaluation/episode_reward_max,evaluation/episode_reward_min,evaluation/episode_reward_mean,evaluation/episode_len_mean,evaluation/episodes_this_iter,evaluation/hist_stats/episode_reward,evaluation/hist_stats/episode_lengths,evaluation/sampler_perf/mean_env_wait_ms,evaluation/sampler_perf/mean_processing_ms,evaluation/sampler_perf/mean_inference_ms
-195.7645837997506,-432.3736585300667,-274.82417321458195,1000.0,1,1000,False,11000,11,11,1ada625f712e4d6092debd254a87646b,2020-02-23_08-51-44,1582447904,20.07739782333374,51.796220779418945,3871,ip-172-31-22-183,172.31.22.183,51.796220779418945,11000,11,0,7e8bf91e,0,"[-236.78272857241444, -432.3736585300667, -197.65866931496438, -311.54122585571366, -195.7645837997506]","[1000, 1000, 1000, 1000, 1000]",0.2250662424749655,0.29544362823316045,1.8137130898301561,[None],5500,256000,11000,2.474,9.691,6.704,0.003,38185.633,256.0,9.19032258064516,6.6999999999999975,-2.14730680490418,-2.14730680490418,-2.14730680490418,1000.0,1,[-2.14730680490418],[1000],0.2326956229603905,0.09653178380517653,1.7221424538659438
-195.7645837997506,-336.73171548685514,-255.69578460593965,1000.0,1,1000,False,12000,12,12,1ada625f712e4d6092debd254a87646b,2020-02-23_08-52-06,1582447926,19.31523561477661,71.11145639419556,3871,ip-172-31-22-183,172.31.22.183,71.11145639419556,12000,12,0,7e8bf91e,0,"[-336.73171548685514, -197.65866931496438, -311.54122585571366, -195.7645837997506, -236.78272857241444]","[1000, 1000, 1000, 1000, 1000]",0.22534386447830812,0.2958340794385399,1.8030329819742417,[None],6000,512000,12000,2.647,9.006,6.698,0.003,38218.797,256.0,9.26774193548387,6.6999999999999975,-1.455268545940124,-1.455268545940124,-1.455268545940124,1000.0,1,[-1.455268545940124],[1000],0.23243898312734193,0.09655318710369107,1.7226241586725073
-195.7645837997506,-336.73171548685514,-255.91924298777568,1000.0,1,1000,False,13000,13,13,1ada625f712e4d6092debd254a87646b,2020-02-23_08-52-27,1582447947,19.504489183425903,90.61594557762146,3871,ip-172-31-22-183,172.31.22.183,90.61594557762146,13000,13,0,7e8bf91e,0,"[-198.7759612241444, -311.54122585571366, -195.7645837997506, -236.78272857241444, -336.73171548685514]","[1000, 1000, 1000, 1000, 1000]",0.22562185914073368,0.2962378590879073,1.794444116878773,[None],6500,768000,13000,2.605,10.063,6.949,0.003,36839.856,256.0,9.319999999999999,6.699999999999998,-4.264358945652685,-4.264358945652685,-4.264358945652685,1000.0,1,[-4.264358945652685],[1000],0.2322332848586373,0.0965894345970908,1.7216999469725098
-185.8107842540278,-336.73171548685514,-230.7731546674385,1000.0,1,1000,False,14000,14,14,1ada625f712e4d6092debd254a87646b,2020-02-23_08-52-49,1582447969,19.365056037902832,109.98100161552429,3871,ip-172-31-22-183,172.31.22.183,109.98100161552429,14000,14,0,7e8bf91e,0,"[-185.8107842540278, -195.7645837997506, -236.78272857241444, -336.73171548685514, -198.7759612241444]","[1000, 1000, 1000, 1000, 1000]",0.22597644890273233,0.29677770060049874,1.7876970697646528,[None],7000,1024000,14000,2.573,9.668,6.558,0.003,39036.356,256.0,9.083870967741936,6.6999999999999975,-15.534882363144566,-15.534882363144566,-15.534882363144566,1000.0,1,[-15.534882363144566],[1000],0.23214352674956287,0.09664790339660971,1.7209559131984957
-185.8107842540278,-336.73171548685514,-237.17127411652376,1000.0,1,1000,False,15000,15,15,1ada625f712e4d6092debd254a87646b,2020-02-23_08-53-10,1582447990,19.16239047050476,129.14339208602905,3871,ip-172-31-22-183,172.31.22.183,129.14339208602905,15000,15,0,7e8bf91e,0,"[-227.7551810451771, -236.78272857241444, -336.73171548685514, -198.7759612241444, -185.8107842540278]","[1000, 1000, 1000, 1000, 1000]",0.22629459511629113,0.2972223202201685,1.7816729349484608,[None],7500,1280000,15000,2.526,8.807,6.774,0.003,37789.182,256.0,9.18,6.699999999999998,-40.523648695560404,-40.523648695560404,-40.523648695560404,1000.0,1,[-40.523648695560404],[1000],0.2320162272995277,0.09664800371951114,1.7207885343196765
-185.8107842540278,-336.73171548685514,-241.73498066609903,1000.0,1,1000,False,16000,16,16,1ada625f712e4d6092debd254a87646b,2020-02-23_08-53-31,1582448011,19.398629665374756,148.5420217514038,3871,ip-172-31-22-183,172.31.22.183,148.5420217514038,16000,16,0,7e8bf91e,0,"[-259.6012613202908, -336.73171548685514, -198.7759612241444, -185.8107842540278, -227.7551810451771]","[1000, 1000, 1000, 1000, 1000]",0.22652936485730665,0.2975479465564591,1.776341210239958,[None],8000,1536000,16000,2.597,9.067,6.769,0.003,37818.064,256.0,9.061290322580646,6.6999999999999975,-69.16588991424493,-69.16588991424493,-69.16588991424493,1000.0,1,[-69.16588991424493],[1000],0.23211111806942578,0.09667528442245492,1.7207518464870344
-185.8107842540278,-332.87786550631085,-240.9642106699902,1000.0,1,1000,False,17000,17,17,1ada625f712e4d6092debd254a87646b,2020-02-23_08-53-53,1582448033,19.253827571868896,167.7958493232727,3871,ip-172-31-22-183,172.31.22.183,167.7958493232727,17000,17,0,7e8bf91e,0,"[-332.87786550631085, -198.7759612241444, -185.8107842540278, -227.7551810451771, -259.6012613202908]","[1000, 1000, 1000, 1000, 1000]",0.22669634595996016,0.2978572993964184,1.7717107917438297,[None],8500,1792000,17000,2.613,10.039,6.585,0.003,38878.897,256.0,9.139999999999999,6.699999999999998,-136.72698696644775,-136.72698696644775,-136.72698696644775,1000.0,1,[-136.72698696644775],[1000],0.2319224195882549,0.09668318638134883,1.7193756863044491
-185.8107842540278,-332.87786550631085,-260.2496640490839,1000.0,1,1000,False,18000,18,18,1ada625f712e4d6092debd254a87646b,2020-02-23_08-54-14,1582448054,19.263338088989258,187.05918741226196,3871,ip-172-31-22-183,172.31.22.183,187.05918741226196,18000,18,0,7e8bf91e,0,"[-295.2032281196131, -185.8107842540278, -227.7551810451771, -259.6012613202908, -332.87786550631085]","[1000, 1000, 1000, 1000, 1000]",0.22672909118416343,0.2980701886099831,1.767550643637302,[None],9000,2048000,18000,2.495,9.413,6.87,0.003,37263.682,256.0,9.296666666666669,6.699999999999998,-157.10361512056068,-157.10361512056068,-157.10361512056068,1000.0,1,[-157.10361512056068],[1000],0.2317291240905114,0.09666856848712127,1.7180056328522113
-227.7551810451771,-332.87786550631085,-273.29381214053876,1000.0,1,1000,False,19000,19,19,1ada625f712e4d6092debd254a87646b,2020-02-23_08-54-35,1582448075,19.154406785964966,206.21359419822693,3871,ip-172-31-22-183,172.31.22.183,206.21359419822693,19000,19,0,7e8bf91e,0,"[-251.0315247113018, -227.7551810451771, -259.6012613202908, -332.87786550631085, -295.2032281196131]","[1000, 1000, 1000, 1000, 1000]",0.22669537056543576,0.29822577237353814,1.7637456808731813,[None],9500,2304000,19000,2.648,9.843,6.765,0.003,37839.521,256.0,9.083333333333334,6.699999999999998,-162.53853359561236,-162.53853359561236,-162.53853359561236,1000.0,1,[-162.53853359561236],[1000],0.23159470835972268,0.09675361214107692,1.718873294063207
-164.53122811275466,-332.87786550631085,-260.64902155405423,1000.0,1,1000,False,20000,20,20,1ada625f712e4d6092debd254a87646b,2020-02-23_08-54-57,1582448097,19.358017921447754,225.57161211967468,3871,ip-172-31-22-183,172.31.22.183,225.57161211967468,20000,20,0,7e8bf91e,0,"[-164.53122811275466, -259.6012613202908, -332.87786550631085, -295.2032281196131, -251.0315247113018]","[1000, 1000, 1000, 1000, 1000]",0.22665259509156002,0.2984109900700036,1.760450042649234,[None],10000,2560000,20000,2.635,8.792,6.77,0.003,37813.935,256.0,9.145161290322584,6.6999999999999975,-129.42471393567078,-129.42471393567078,-129.42471393567078,1000.0,1,[-129.42471393567078],[1000],0.23089249809588988,0.09670478571332053,1.7178241243768195
-164.53122811275466,-332.87786550631085,-248.40549226791887,1000.0,1,1000,False,21000,21,21,1ada625f712e4d6092debd254a87646b,2020-02-23_08-55-18,1582448118,19.368998050689697,244.94061017036438,3871,ip-172-31-22-183,172.31.22.183,244.94061017036438,21000,21,0,7e8bf91e,0,"[-198.38361488961388, -332.87786550631085, -295.2032281196131, -251.0315247113018, -164.53122811275466]","[1000, 1000, 1000, 1000, 1000]",0.22658454046590668,0.29857108960547596,1.7574974919885933,[None],10500,2816000,21000,2.572,9.553,6.768,0.003,37824.326,256.0,9.17666666666667,6.699999999999998,-160.12033702165317,-160.12033702165317,-160.12033702165317,1000.0,1,[-160.12033702165317],[1000],0.23013958164206189,0.096670576892724,1.7174409404322508
-164.53122811275466,-295.2032281196131,-231.9622062179047,1000.0,1,1000,False,22000,22,22,1ada625f712e4d6092debd254a87646b,2020-02-23_08-55-40,1582448140,19.25131320953369,264.19192337989807,3871,ip-172-31-22-183,172.31.22.183,264.19192337989807,22000,22,0,7e8bf91e,0,"[-250.66143525624025, -295.2032281196131, -251.0315247113018, -164.53122811275466, -198.38361488961388]","[1000, 1000, 1000, 1000, 1000]",0.2265509416026384,0.2987035330796851,1.7548579605038028,[None],11000,3072000,22000,2.618,9.232,6.661,0.003,38430.686,256.0,9.303225806451612,6.6999999999999975,-125.5014786829797,-125.5014786829797,-125.5014786829797,1000.0,1,[-125.5014786829797],[1000],0.22968094617983117,0.09668144842293212,1.7174679627987879
-164.53122811275466,-251.0315247113018,-220.59019609986075,1000.0,1,1000,False,23000,23,23,1ada625f712e4d6092debd254a87646b,2020-02-23_08-56-01,1582448161,19.34816575050354,283.5400891304016,3871,ip-172-31-22-183,172.31.22.183,283.5400891304016,23000,23,0,7e8bf91e,0,"[-238.34317752939316, -251.0315247113018, -164.53122811275466, -198.38361488961388, -250.66143525624025]","[1000, 1000, 1000, 1000, 1000]",0.22652257311769156,0.2988186912950178,1.7525484951131483,[None],11500,3328000,23000,2.631,9.986,6.673,0.003,38361.623,256.0,9.160000000000002,6.699999999999998,-139.65647638077226,-139.65647638077226,-139.65647638077226,1000.0,1,[-139.65647638077226],[1000],0.2292411585775833,0.09670900648601428,1.7168443413704542
-164.53122811275466,-250.66143525624025,-213.85225577131456,1000.0,1,1000,False,24000,24,24,1ada625f712e4d6092debd254a87646b,2020-02-23_08-56-22,1582448182,19.2916841506958,302.8317732810974,3871,ip-172-31-22-183,172.31.22.183,302.8317732810974,24000,24,0,7e8bf91e,0,"[-217.34182306857085, -164.53122811275466, -198.38361488961388, -250.66143525624025, -238.34317752939316]","[1000, 1000, 1000, 1000, 1000]",0.22649136716640367,0.2988930466898766,1.7504687835188892,[None],12000,3584000,24000,2.529,8.754,6.726,0.003,38058.541,256.0,9.18,6.699999999999998,-117.37529907534794,-117.37529907534794,-117.37529907534794,1000.0,1,[-117.37529907534794],[1000],0.22896120614903376,0.09676703939457336,1.717056057303256
-170.68541611211438,-250.66143525624025,-215.0830933711865,1000.0,1,1000,False,25000,25,25,1ada625f712e4d6092debd254a87646b,2020-02-23_08-56-44,1582448204,19.325464963912964,322.1572382450104,3871,ip-172-31-22-183,172.31.22.183,322.1572382450104,25000,25,0,7e8bf91e,0,"[-170.68541611211438, -198.38361488961388, -250.66143525624025, -238.34317752939316, -217.34182306857085]","[1000, 1000, 1000, 1000, 1000]",0.22646128586222652,0.2989231593420358,1.7485881056895962,[None],12500,3840000,25000,2.5,10.217,6.738,0.003,37994.169,256.0,9.193548387096774,6.6999999999999975,-141.36026964564198,-141.36026964564198,-141.36026964564198,1000.0,1,[-141.36026964564198],[1000],0.22855653156686231,0.09677579014698298,1.7167947887492214
-160.36255814638133,-250.66143525624025,-207.47888202254003,1000.0,1,1000,False,26000,26,26,1ada625f712e4d6092debd254a87646b,2020-02-23_08-57-05,1582448225,19.270068883895874,341.42730712890625,3871,ip-172-31-22-183,172.31.22.183,341.42730712890625,26000,26,0,7e8bf91e,0,"[-160.36255814638133, -250.66143525624025, -238.34317752939316, -217.34182306857085, -170.68541611211438]","[1000, 1000, 1000, 1000, 1000]",0.2264423272336722,0.2989421804650253,1.7468753495252192,[None],13000,4096000,26000,2.583,9.711,6.782,0.003,37746.937,256.0,9.269999999999998,6.699999999999998,-129.62286452673152,-129.62286452673152,-129.62286452673152,1000.0,1,[-129.62286452673152],[1000],0.22821199719270677,0.09680368328024794,1.7165469415398462
-132.92996085206633,-238.34317752939316,-183.9325871417052,1000.0,1,1000,False,27000,27,27,1ada625f712e4d6092debd254a87646b,2020-02-23_08-57-27,1582448247,19.626848936080933,361.0541560649872,3871,ip-172-31-22-183,172.31.22.183,361.0541560649872,27000,27,0,7e8bf91e,0,"[-132.92996085206633, -238.34317752939316, -217.34182306857085, -170.68541611211438, -160.36255814638133]","[1000, 1000, 1000, 1000, 1000]",0.22645187381065496,0.2990006720435582,1.745247491043941,[None],13500,4352000,27000,2.581,9.511,6.81,0.003,37589.553,256.0,9.135483870967741,6.6999999999999975,-70.64908976464994,-70.64908976464994,-70.64908976464994,1000.0,1,[-70.64908976464994],[1000],0.22784204272172048,0.09678387694003683,1.7161859476514658
-125.1747815298109,-217.34182306857085,-161.29890794178874,1000.0,1,1000,False,28000,28,28,1ada625f712e4d6092debd254a87646b,2020-02-23_08-57-48,1582448268,19.26925277709961,380.3234088420868,3871,ip-172-31-22-183,172.31.22.183,380.3234088420868,28000,28,0,7e8bf91e,0,"[-125.1747815298109, -217.34182306857085, -170.68541611211438, -160.36255814638133, -132.92996085206633]","[1000, 1000, 1000, 1000, 1000]",0.22648188565390376,0.29907499158865214,1.743722280662792,[None],14000,4608000,28000,2.533,9.48,6.662,0.003,38428.76,256.0,9.219999999999999,6.699999999999998,89.02885784371688,89.02885784371688,89.02885784371688,1000.0,1,[89.02885784371688],[1000],0.22759269311646813,0.0968126989952952,1.7166347155583415
-58.90573726215572,-170.68541611211438,-129.61169078050574,1000.0,1,1000,False,29000,29,29,1ada625f712e4d6092debd254a87646b,2020-02-23_08-58-09,1582448289,19.232066869735718,399.5554757118225,3871,ip-172-31-22-183,172.31.22.183,399.5554757118225,29000,29,0,7e8bf91e,0,"[-58.90573726215572, -170.68541611211438, -160.36255814638133, -132.92996085206633, -125.1747815298109]","[1000, 1000, 1000, 1000, 1000]",0.22650570869739622,0.2991478976844716,1.7422903713351705,[None],14500,4864000,29000,2.498,9.293,6.936,0.003,36907.857,256.0,9.24,6.699999999999998,-109.91004073188897,-109.91004073188897,-109.91004073188897,1000.0,1,[-109.91004073188897],[1000],0.22720590977293717,0.09679429297044209,1.7164658235725068
283.0110783751848,-160.36255814638133,-38.87239188304589,1000.0,1,1000,False,30000,30,30,1ada625f712e4d6092debd254a87646b,2020-02-23_08-58-31,1582448311,19.332233905792236,418.88770961761475,3871,ip-172-31-22-183,172.31.22.183,418.88770961761475,30000,30,0,7e8bf91e,0,"[283.0110783751848, -160.36255814638133, -132.92996085206633, -125.1747815298109, -58.90573726215572]","[1000, 1000, 1000, 1000, 1000]",0.22651575111857972,0.29921073604085907,1.7409692825607366,[None],15000,5120000,30000,2.504,9.079,6.583,0.003,38887.768,256.0,9.193333333333335,6.699999999999998,-136.89155048720156,-136.89155048720156,-136.89155048720156,1000.0,1,[-136.89155048720156],[1000],0.2268901455700785,0.09678209675522209,1.7164089271161664
283.0110783751848,-141.97198002565514,-35.19427625890065,1000.0,1,1000,False,31000,31,31,1ada625f712e4d6092debd254a87646b,2020-02-23_08-58-52,1582448332,19.211220026016235,438.098929643631,3871,ip-172-31-22-183,172.31.22.183,438.098929643631,31000,31,0,7e8bf91e,0,"[-141.97198002565514, -132.92996085206633, -125.1747815298109, -58.90573726215572, 283.0110783751848]","[1000, 1000, 1000, 1000, 1000]",0.22651766330617348,0.299269371796069,1.7397590580982008,[None],15500,5376000,31000,2.536,10.348,6.669,0.003,38383.839,256.0,9.125806451612902,6.6999999999999975,457.8789017818881,457.8789017818881,457.8789017818881,1000.0,1,[457.8789017818881],[1000],0.2265862236368722,0.09677099499416822,1.715966076363456
507.9475925160657,-141.97198002565514,92.98123441472573,1000.0,1,1000,False,32000,32,32,1ada625f712e4d6092debd254a87646b,2020-02-23_08-59-13,1582448353,19.219515323638916,457.3184449672699,3871,ip-172-31-22-183,172.31.22.183,457.3184449672699,32000,32,0,7e8bf91e,0,"[507.9475925160657, -125.1747815298109, -58.90573726215572, 283.0110783751848, -141.97198002565514]","[1000, 1000, 1000, 1000, 1000]",0.22648815655736362,0.29929745914146305,1.7385784628684398,[None],16000,5632000,32000,2.527,8.513,6.737,0.003,37997.8,256.0,9.21,6.699999999999998,789.4642640069575,789.4642640069575,789.4642640069575,1000.0,1,[789.4642640069575],[1000],0.22635623509539451,0.0967963561911586,1.7159103151448187
507.9475925160657,-141.97198002565514,158.89229843535762,1000.0,1,1000,False,33000,33,33,1ada625f712e4d6092debd254a87646b,2020-02-23_08-59-35,1582448375,19.316262006759644,476.63470697402954,3871,ip-172-31-22-183,172.31.22.183,476.63470697402954,33000,33,0,7e8bf91e,0,"[204.38053857334845, -58.90573726215572, 283.0110783751848, -141.97198002565514, 507.9475925160657]","[1000, 1000, 1000, 1000, 1000]",0.2264499741708324,0.2993195724687919,1.7374603085206002,[None],16500,5888000,33000,2.62,8.881,7.016,0.003,36486.461,256.0,9.193333333333333,6.699999999999998,1194.9299672233158,1194.9299672233158,1194.9299672233158,1000.0,1,[1194.9299672233158],[1000],0.226024808184616,0.09679467760213617,1.715434391907983
1036.4218036297848,-141.97198002565514,377.95780661374573,1000.0,1,1000,False,34000,34,34,1ada625f712e4d6092debd254a87646b,2020-02-23_08-59-56,1582448396,19.09828281402588,495.7329897880554,3871,ip-172-31-22-183,172.31.22.183,495.7329897880554,34000,34,0,7e8bf91e,0,"[1036.4218036297848, 283.0110783751848, -141.97198002565514, 507.9475925160657, 204.38053857334845]","[1000, 1000, 1000, 1000, 1000]",0.22641688268740445,0.2993487952315509,1.7363923248448512,[None],17000,6144000,34000,2.568,8.653,6.767,0.003,37828.723,256.0,9.233333333333336,6.699999999999998,1467.5438347146826,1467.5438347146826,1467.5438347146826,1000.0,1,[1467.5438347146826],[1000],0.22579007967616288,0.09681728951268566,1.715217042378105
1036.4218036297848,-141.97198002565514,310.14131917495513,1000.0,1,1000,False,35000,35,35,1ada625f712e4d6092debd254a87646b,2020-02-23_09-00-17,1582448417,19.152828454971313,514.8858182430267,3871,ip-172-31-22-183,172.31.22.183,514.8858182430267,35000,35,0,7e8bf91e,0,"[-56.07135881876803, -141.97198002565514, 507.9475925160657, 204.38053857334845, 1036.4218036297848]","[1000, 1000, 1000, 1000, 1000]",0.2263894957575761,0.29938134417876067,1.735335057622979,[None],17500,6400000,35000,2.542,8.879,6.736,0.003,38002.372,256.0,9.236666666666666,6.699999999999998,1287.9467402968053,1287.9467402968053,1287.9467402968053,1000.0,1,[1287.9467402968053],[1000],0.22558120212460656,0.09684414731574424,1.714729301616337
