episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/exploration_infos,info/num_target_updates,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/replay_time_ms,info/grad_time_ms,info/update_time_ms,info/opt_peak_throughput,info/opt_samples,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/mean_q,info/learner/default_policy/max_q,info/learner/default_policy/min_q
-100.21947962918252,-540.6540504139148,-413.3993485725841,1000.0,1,1000,False,11000,11,11,4ff5cfc29d8442d5af241010bd32c1db,2020-04-09_14-59-12,1586444352,13.873957872390747,148.26514601707458,34712,ip-172-31-22-137,172.31.22.137,148.26514601707458,11000,11,0,00000,0_use_pytorch=False,"[-395.3873300646035, -295.68527026830975, -100.21947962918252, -540.6540504139148, -531.7702329440481, -412.52126390333194, -498.086213866079, -532.8418560439185, -485.840895641563, -390.73683720320633, -363.64940432026765]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.2030225129163545,0.3194799542637123,1.6122160982452265,[{'cur_scale': 0.02}],11000,672000,11000,2.453,3.287,7.229,0.003,8853.704,64.0,6.3341463414634145,2.7,3.0351558,13.281061,-2.425364
-100.21947962918252,-540.6540504139148,-418.3387001447779,1000.0,1,1000,False,12000,12,12,4ff5cfc29d8442d5af241010bd32c1db,2020-04-09_14-59-25,1586444365,13.703994989395142,161.96914100646973,34712,ip-172-31-22-137,172.31.22.137,161.96914100646973,12000,12,0,00000,0_use_pytorch=False,"[-472.6715674389098, -295.68527026830975, -100.21947962918252, -540.6540504139148, -531.7702329440481, -412.52126390333194, -498.086213866079, -532.8418560439185, -485.840895641563, -390.73683720320633, -363.64940432026765, -395.3873300646035]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.20292225600274594,0.31904928765651236,1.6098480072127916,[{'cur_scale': 0.02}],12000,736000,12000,2.363,3.284,7.266,0.003,8807.689,64.0,6.209999999999999,2.7000000000000006,3.4581668,20.456377,-0.18119153
-100.21947962918252,-540.6540504139148,-420.8966268534054,1000.0,1,1000,False,13000,13,13,4ff5cfc29d8442d5af241010bd32c1db,2020-04-09_14-59-39,1586444379,13.736399173736572,175.7055401802063,34712,ip-172-31-22-137,172.31.22.137,175.7055401802063,13000,13,0,00000,0_use_pytorch=False,"[-451.59174735693625, -295.68527026830975, -100.21947962918252, -540.6540504139148, -531.7702329440481, -412.52126390333194, -498.086213866079, -532.8418560439185, -485.840895641563, -390.73683720320633, -363.64940432026765, -395.3873300646035, -472.6715674389098]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.20276328915906047,0.3186578311688131,1.6071790765122056,[{'cur_scale': 0.02}],13000,800000,13000,2.352,3.337,7.349,0.003,8708.199,64.0,6.184210526315789,2.7000000000000006,2.8801517,17.878422,-1.0703616
-100.21947962918252,-540.6540504139148,-425.8653229667551,1000.0,1,1000,False,14000,14,14,4ff5cfc29d8442d5af241010bd32c1db,2020-04-09_14-59-53,1586444393,13.822304248809814,189.5278444290161,34712,ip-172-31-22-137,172.31.22.137,189.5278444290161,14000,14,0,00000,0_use_pytorch=False,"[-490.45837244030116, -295.68527026830975, -100.21947962918252, -540.6540504139148, -531.7702329440481, -412.52126390333194, -498.086213866079, -532.8418560439185, -485.840895641563, -390.73683720320633, -363.64940432026765, -395.3873300646035, -472.6715674389098, -451.59174735693625]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.2025732384867037,0.31832084818056494,1.6043568062114828,[{'cur_scale': 0.02}],14000,864000,14000,2.36,3.284,7.358,0.003,8698.605,64.0,6.145,2.7000000000000006,2.3171916,12.452568,-0.8297285
-100.21947962918252,-540.6540504139148,-415.07699844457136,1000.0,1,1000,False,15000,15,15,4ff5cfc29d8442d5af241010bd32c1db,2020-04-09_15-00-07,1586444407,13.791795253753662,203.31963968276978,34712,ip-172-31-22-137,172.31.22.137,203.31963968276978,15000,15,0,00000,0_use_pytorch=False,"[-264.04045513399876, -295.68527026830975, -100.21947962918252, -540.6540504139148, -531.7702329440481, -412.52126390333194, -498.086213866079, -532.8418560439185, -485.840895641563, -390.73683720320633, -363.64940432026765, -395.3873300646035, -472.6715674389098, -451.59174735693625, -490.45837244030116]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.20236255109774726,0.31801762726264793,1.6014758096670259,[{'cur_scale': 0.02}],15000,928000,15000,2.364,3.292,7.262,0.003,8812.633,64.0,6.159999999999999,2.7000000000000006,1.9834585,10.365424,-1.7891536
-100.21947962918252,-540.6540504139148,-413.40774962596834,1000.0,1,1000,False,16000,16,16,4ff5cfc29d8442d5af241010bd32c1db,2020-04-09_15-00-36,1586444436,13.783364534378052,217.10300421714783,34712,ip-172-31-22-137,172.31.22.137,217.10300421714783,16000,16,0,00000,0_use_pytorch=False,"[-388.3690173469221, -295.68527026830975, -100.21947962918252, -540.6540504139148, -531.7702329440481, -412.52126390333194, -498.086213866079, -532.8418560439185, -485.840895641563, -390.73683720320633, -363.64940432026765, -395.3873300646035, -472.6715674389098, -451.59174735693625, -490.45837244030116, -264.04045513399876]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.20214506390498718,0.3177368766086431,1.5985951515797638,[{'cur_scale': 0.02}],16000,992000,16000,2.334,3.285,7.4,0.003,8648.3,64.0,6.331707317073171,2.7,2.1019986,10.476314,-1.0019312
-100.21947962918252,-540.6540504139148,-396.91672809303424,1000.0,1,1000,False,17000,17,17,4ff5cfc29d8442d5af241010bd32c1db,2020-04-09_15-00-50,1586444450,13.75403118133545,230.85703539848328,34712,ip-172-31-22-137,172.31.22.137,230.85703539848328,17000,17,0,00000,0_use_pytorch=False,"[-133.06038356608906, -295.68527026830975, -100.21947962918252, -540.6540504139148, -531.7702329440481, -412.52126390333194, -498.086213866079, -532.8418560439185, -485.840895641563, -390.73683720320633, -363.64940432026765, -395.3873300646035, -472.6715674389098, -451.59174735693625, -490.45837244030116, -264.04045513399876, -388.3690173469221]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.20193131292986635,0.317474963567759,1.595741326426118,[{'cur_scale': 0.02}],17000,1056000,17000,2.367,3.303,7.26,0.003,8814.891,64.0,6.165000000000001,2.7000000000000006,2.970445,13.68375,-0.7662087
-61.42018361897942,-540.6540504139148,-378.278031177809,1000.0,1,1000,False,18000,18,18,4ff5cfc29d8442d5af241010bd32c1db,2020-04-09_15-01-03,1586444463,13.741387605667114,244.5984230041504,34712,ip-172-31-22-137,172.31.22.137,244.5984230041504,18000,18,0,00000,0_use_pytorch=False,"[-61.42018361897942, -295.68527026830975, -100.21947962918252, -540.6540504139148, -531.7702329440481, -412.52126390333194, -498.086213866079, -532.8418560439185, -485.840895641563, -390.73683720320633, -363.64940432026765, -395.3873300646035, -472.6715674389098, -451.59174735693625, -490.45837244030116, -264.04045513399876, -388.3690173469221, -133.06038356608906]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.20172335460185525,0.31723000299973136,1.5929508632622857,[{'cur_scale': 0.02}],18000,1120000,18000,2.352,3.292,7.366,0.003,8688.553,64.0,6.194736842105263,2.7000000000000006,2.525548,14.8435545,-1.7215593
-61.42018361897942,-540.6540504139148,-363.2782297160967,1000.0,1,1000,False,19000,19,19,4ff5cfc29d8442d5af241010bd32c1db,2020-04-09_15-01-17,1586444477,13.781505346298218,258.3799283504486,34712,ip-172-31-22-137,172.31.22.137,258.3799283504486,19000,19,0,00000,0_use_pytorch=False,"[-93.28180340527483, -295.68527026830975, -100.21947962918252, -540.6540504139148, -531.7702329440481, -412.52126390333194, -498.086213866079, -532.8418560439185, -485.840895641563, -390.73683720320633, -363.64940432026765, -395.3873300646035, -472.6715674389098, -451.59174735693625, -490.45837244030116, -264.04045513399876, -388.3690173469221, -133.06038356608906, -61.42018361897942]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.20152205704512016,0.31700438048555507,1.5902409529562287,[{'cur_scale': 0.02}],19000,1184000,19000,2.359,3.273,7.337,0.003,8722.772,64.0,6.21,2.7000000000000006,2.132586,8.491488,-1.6458055
-61.42018361897942,-540.6540504139148,-348.29250583891763,1000.0,1,1000,False,20000,20,20,4ff5cfc29d8442d5af241010bd32c1db,2020-04-09_15-01-31,1586444491,13.766807556152344,272.14673590660095,34712,ip-172-31-22-137,172.31.22.137,272.14673590660095,20000,20,0,00000,0_use_pytorch=False,"[-63.56375217251576, -295.68527026830975, -100.21947962918252, -540.6540504139148, -531.7702329440481, -412.52126390333194, -498.086213866079, -532.8418560439185, -485.840895641563, -390.73683720320633, -363.64940432026765, -395.3873300646035, -472.6715674389098, -451.59174735693625, -490.45837244030116, -264.04045513399876, -388.3690173469221, -133.06038356608906, -61.42018361897942, -93.28180340527483]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.20132862422676662,0.31679620830028066,1.5876201475115965,[{'cur_scale': 0.02}],20000,1248000,20000,2.358,3.255,7.236,0.003,8844.253,64.0,6.165,2.7000000000000006,2.2175202,9.016056,-2.3274205
-61.42018361897942,-540.6540504139148,-338.4128650070302,1000.0,1,1000,False,21000,21,21,4ff5cfc29d8442d5af241010bd32c1db,2020-04-09_15-02-00,1586444520,13.853732109069824,286.0004680156708,34712,ip-172-31-22-137,172.31.22.137,286.0004680156708,21000,21,0,00000,0_use_pytorch=False,"[-140.82004836928064, -295.68527026830975, -100.21947962918252, -540.6540504139148, -531.7702329440481, -412.52126390333194, -498.086213866079, -532.8418560439185, -485.840895641563, -390.73683720320633, -363.64940432026765, -395.3873300646035, -472.6715674389098, -451.59174735693625, -490.45837244030116, -264.04045513399876, -388.3690173469221, -133.06038356608906, -61.42018361897942, -93.28180340527483, -63.56375217251576]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.20115495566340313,0.31660612561513846,1.5851468070404355,[{'cur_scale': 0.02}],21000,1312000,21000,2.429,3.269,7.263,0.003,8811.476,64.0,6.309756097560975,2.7,2.1885471,8.759955,-6.6641135
-61.42018361897942,-540.6540504139148,-325.8681339719417,1000.0,1,1000,False,22000,22,22,4ff5cfc29d8442d5af241010bd32c1db,2020-04-09_15-02-14,1586444534,13.784373760223389,299.78484177589417,34712,ip-172-31-22-137,172.31.22.137,299.78484177589417,22000,22,0,00000,0_use_pytorch=False,"[-62.4287822350848, -295.68527026830975, -100.21947962918252, -540.6540504139148, -531.7702329440481, -412.52126390333194, -498.086213866079, -532.8418560439185, -485.840895641563, -390.73683720320633, -363.64940432026765, -395.3873300646035, -472.6715674389098, -451.59174735693625, -490.45837244030116, -264.04045513399876, -388.3690173469221, -133.06038356608906, -61.42018361897942, -93.28180340527483, -63.56375217251576, -140.82004836928064]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.20098262702133934,0.3164267994478059,1.5827994549296565,[{'cur_scale': 0.02}],22000,1376000,22000,2.29,3.259,7.228,0.003,8854.843,64.0,6.139999999999999,2.7000000000000006,2.8708453,12.676634,-4.155715
-61.42018361897942,-540.6540504139148,-316.50499267957656,1000.0,1,1000,False,23000,23,23,4ff5cfc29d8442d5af241010bd32c1db,2020-04-09_15-02-28,1586444548,13.748324394226074,313.53316617012024,34712,ip-172-31-22-137,172.31.22.137,313.53316617012024,23000,23,0,00000,0_use_pytorch=False,"[-110.51588424754193, -295.68527026830975, -100.21947962918252, -540.6540504139148, -531.7702329440481, -412.52126390333194, -498.086213866079, -532.8418560439185, -485.840895641563, -390.73683720320633, -363.64940432026765, -395.3873300646035, -472.6715674389098, -451.59174735693625, -490.45837244030116, -264.04045513399876, -388.3690173469221, -133.06038356608906, -61.42018361897942, -93.28180340527483, -63.56375217251576, -140.82004836928064, -62.4287822350848]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.2008134741762863,0.31625356114486924,1.5805598208168978,[{'cur_scale': 0.02}],23000,1440000,23000,2.34,3.248,7.223,0.003,8860.601,64.0,6.1850000000000005,2.7000000000000006,3.4441137,12.899311,-2.4048707
37.95691508182904,-540.6540504139148,-301.73574652285123,1000.0,1,1000,False,24000,24,24,4ff5cfc29d8442d5af241010bd32c1db,2020-04-09_15-02-42,1586444562,13.71739935874939,327.25056552886963,34712,ip-172-31-22-137,172.31.22.137,327.25056552886963,24000,24,0,00000,0_use_pytorch=False,"[37.95691508182904, -295.68527026830975, -100.21947962918252, -540.6540504139148, -531.7702329440481, -412.52126390333194, -498.086213866079, -532.8418560439185, -485.840895641563, -390.73683720320633, -363.64940432026765, -395.3873300646035, -472.6715674389098, -451.59174735693625, -490.45837244030116, -264.04045513399876, -388.3690173469221, -133.06038356608906, -61.42018361897942, -93.28180340527483, -63.56375217251576, -140.82004836928064, -62.4287822350848, -110.51588424754193]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.20064943145200123,0.3160857018807828,1.5784231059162763,[{'cur_scale': 0.02}],24000,1504000,24000,2.299,3.227,7.226,0.003,8856.304,64.0,6.1421052631578945,2.7000000000000006,4.5798225,11.450351,-1.5081078
37.95691508182904,-540.6540504139148,-289.9853399015891,1000.0,1,1000,False,25000,25,25,4ff5cfc29d8442d5af241010bd32c1db,2020-04-09_15-02-55,1586444575,13.752901077270508,341.00346660614014,34712,ip-172-31-22-137,172.31.22.137,341.00346660614014,25000,25,0,00000,0_use_pytorch=False,"[-7.975580991297672, -295.68527026830975, -100.21947962918252, -540.6540504139148, -531.7702329440481, -412.52126390333194, -498.086213866079, -532.8418560439185, -485.840895641563, -390.73683720320633, -363.64940432026765, -395.3873300646035, -472.6715674389098, -451.59174735693625, -490.45837244030116, -264.04045513399876, -388.3690173469221, -133.06038356608906, -61.42018361897942, -93.28180340527483, -63.56375217251576, -140.82004836928064, -62.4287822350848, -110.51588424754193, 37.95691508182904]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.20049031862700986,0.3159248460206072,1.5763863862157552,[{'cur_scale': 0.02}],25000,1568000,25000,2.354,3.254,7.238,0.003,8842.534,64.0,6.155,2.7000000000000006,4.782013,12.823854,-2.5224502
59.98714334811212,-540.6540504139148,-276.5248597766006,1000.0,1,1000,False,26000,26,26,4ff5cfc29d8442d5af241010bd32c1db,2020-04-09_15-03-25,1586444605,13.763522863388062,354.7669894695282,34712,ip-172-31-22-137,172.31.22.137,354.7669894695282,26000,26,0,00000,0_use_pytorch=False,"[59.98714334811212, -295.68527026830975, -100.21947962918252, -540.6540504139148, -531.7702329440481, -412.52126390333194, -498.086213866079, -532.8418560439185, -485.840895641563, -390.73683720320633, -363.64940432026765, -395.3873300646035, -472.6715674389098, -451.59174735693625, -490.45837244030116, -264.04045513399876, -388.3690173469221, -133.06038356608906, -61.42018361897942, -93.28180340527483, -63.56375217251576, -140.82004836928064, -62.4287822350848, -110.51588424754193, 37.95691508182904, -7.975580991297672]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.2003358914369966,0.3157717987953548,1.5744257066323217,[{'cur_scale': 0.02}],26000,1632000,26000,2.305,3.254,7.232,0.003,8849.239,64.0,6.329268292682927,2.7,6.378212,14.543824,-4.932903
444.68435413783754,-540.6540504139148,-249.8134074093992,1000.0,1,1000,False,27000,27,27,4ff5cfc29d8442d5af241010bd32c1db,2020-04-09_15-03-38,1586444618,13.748277187347412,368.5152666568756,34712,ip-172-31-22-137,172.31.22.137,368.5152666568756,27000,27,0,00000,0_use_pytorch=False,"[444.68435413783754, -295.68527026830975, -100.21947962918252, -540.6540504139148, -531.7702329440481, -412.52126390333194, -498.086213866079, -532.8418560439185, -485.840895641563, -390.73683720320633, -363.64940432026765, -395.3873300646035, -472.6715674389098, -451.59174735693625, -490.45837244030116, -264.04045513399876, -388.3690173469221, -133.06038356608906, -61.42018361897942, -93.28180340527483, -63.56375217251576, -140.82004836928064, -62.4287822350848, -110.51588424754193, 37.95691508182904, -7.975580991297672, 59.98714334811212]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.2001843742575806,0.3156257761762056,1.5725434257957118,[{'cur_scale': 0.02}],27000,1696000,27000,2.325,3.239,7.247,0.003,8831.828,64.0,6.125,2.7000000000000006,5.920296,13.960428,-3.0069282
444.68435413783754,-540.6540504139148,-228.27043417085588,1000.0,1,1000,False,28000,28,28,4ff5cfc29d8442d5af241010bd32c1db,2020-04-09_15-03-52,1586444632,13.822050333023071,382.3373169898987,34712,ip-172-31-22-137,172.31.22.137,382.3373169898987,28000,28,0,00000,0_use_pytorch=False,"[353.38984326981273, -295.68527026830975, -100.21947962918252, -540.6540504139148, -531.7702329440481, -412.52126390333194, -498.086213866079, -532.8418560439185, -485.840895641563, -390.73683720320633, -363.64940432026765, -395.3873300646035, -472.6715674389098, -451.59174735693625, -490.45837244030116, -264.04045513399876, -388.3690173469221, -133.06038356608906, -61.42018361897942, -93.28180340527483, -63.56375217251576, -140.82004836928064, -62.4287822350848, -110.51588424754193, 37.95691508182904, -7.975580991297672, 59.98714334811212, 444.68435413783754]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.20003940663338232,0.3154887446441621,1.5707464513547087,[{'cur_scale': 0.02}],28000,1760000,28000,2.336,3.252,7.304,0.003,8762.864,64.0,6.18,2.7000000000000006,7.029401,16.181295,-6.8016343
