episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/exploration_infos,info/num_target_updates,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/replay_time_ms,info/grad_time_ms,info/update_time_ms,info/opt_peak_throughput,info/opt_samples,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/mean_q,info/learner/default_policy/max_q,info/learner/default_policy/min_q
954.5187880651046,-540.6540504139148,173.88429938865377,1000.0,1,1000,False,60000,60,60,4ff5cfc29d8442d5af241010bd32c1db,2020-04-09_15-12-46,1586445166,13.779009342193604,822.7358341217041,34712,ip-172-31-22-137,172.31.22.137,822.7358341217041,60000,60,0,00000,0_use_pytorch=False,"[716.1054743160864, -295.68527026830975, -100.21947962918252, -540.6540504139148, -531.7702329440481, -412.52126390333194, -498.086213866079, -532.8418560439185, -485.840895641563, -390.73683720320633, -363.64940432026765, -395.3873300646035, -472.6715674389098, -451.59174735693625, -490.45837244030116, -264.04045513399876, -388.3690173469221, -133.06038356608906, -61.42018361897942, -93.28180340527483, -63.56375217251576, -140.82004836928064, -62.4287822350848, -110.51588424754193, 37.95691508182904, -7.975580991297672, 59.98714334811212, 444.68435413783754, 353.38984326981273, 334.13840647587216, 500.17431684285333, -55.137749246294014, -189.373129770286, 424.9731641194828, 410.3041579059661, 542.6524565967956, 332.2259031619349, 522.4526343029634, 634.5385541429077, 615.407015867302, 457.7251434157961, 615.4639312863022, 559.4689728830649, 623.691005086221, 693.7142659843399, 703.9436036275952, 631.8292020971069, 801.5693414269091, 534.8480351435383, 491.5274155898172, 604.3380470801769, -164.73085007689048, 791.2967740585352, 730.0107501214254, 598.1777257059616, 225.2229765809772, 419.17241748814536, 954.5187880651046, 939.2630318931194, 825.1183379303618]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.19701363923747836,0.31332149491628164,1.5351602132459923,[{'cur_scale': 0.02}],60000,3808000,60000,2.353,3.265,7.256,0.003,8820.887,64.0,6.126315789473684,2.7000000000000006,38.268993,57.66882,19.190231
1163.1792883879207,-540.6540504139148,190.102250027986,1000.0,1,1000,False,61000,61,61,4ff5cfc29d8442d5af241010bd32c1db,2020-04-09_15-13-15,1586445195,13.76644515991211,836.5022792816162,34712,ip-172-31-22-137,172.31.22.137,836.5022792816162,61000,61,0,00000,0_use_pytorch=False,"[1163.1792883879207, -295.68527026830975, -100.21947962918252, -540.6540504139148, -531.7702329440481, -412.52126390333194, -498.086213866079, -532.8418560439185, -485.840895641563, -390.73683720320633, -363.64940432026765, -395.3873300646035, -472.6715674389098, -451.59174735693625, -490.45837244030116, -264.04045513399876, -388.3690173469221, -133.06038356608906, -61.42018361897942, -93.28180340527483, -63.56375217251576, -140.82004836928064, -62.4287822350848, -110.51588424754193, 37.95691508182904, -7.975580991297672, 59.98714334811212, 444.68435413783754, 353.38984326981273, 334.13840647587216, 500.17431684285333, -55.137749246294014, -189.373129770286, 424.9731641194828, 410.3041579059661, 542.6524565967956, 332.2259031619349, 522.4526343029634, 634.5385541429077, 615.407015867302, 457.7251434157961, 615.4639312863022, 559.4689728830649, 623.691005086221, 693.7142659843399, 703.9436036275952, 631.8292020971069, 801.5693414269091, 534.8480351435383, 491.5274155898172, 604.3380470801769, -164.73085007689048, 791.2967740585352, 730.0107501214254, 598.1777257059616, 225.2229765809772, 419.17241748814536, 954.5187880651046, 939.2630318931194, 825.1183379303618, 716.1054743160864]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.19695051777533357,0.3132879612470114,1.5344756832756037,[{'cur_scale': 0.02}],61000,3872000,61000,2.354,3.298,7.281,0.003,8789.721,64.0,6.328571428571429,2.7,39.062973,58.89849,21.561434
1423.88184496676,-540.6540504139148,210.00192091409525,1000.0,1,1000,False,62000,62,62,4ff5cfc29d8442d5af241010bd32c1db,2020-04-09_15-13-29,1586445209,13.719185829162598,850.2214651107788,34712,ip-172-31-22-137,172.31.22.137,850.2214651107788,62000,62,0,00000,0_use_pytorch=False,"[1423.88184496676, -295.68527026830975, -100.21947962918252, -540.6540504139148, -531.7702329440481, -412.52126390333194, -498.086213866079, -532.8418560439185, -485.840895641563, -390.73683720320633, -363.64940432026765, -395.3873300646035, -472.6715674389098, -451.59174735693625, -490.45837244030116, -264.04045513399876, -388.3690173469221, -133.06038356608906, -61.42018361897942, -93.28180340527483, -63.56375217251576, -140.82004836928064, -62.4287822350848, -110.51588424754193, 37.95691508182904, -7.975580991297672, 59.98714334811212, 444.68435413783754, 353.38984326981273, 334.13840647587216, 500.17431684285333, -55.137749246294014, -189.373129770286, 424.9731641194828, 410.3041579059661, 542.6524565967956, 332.2259031619349, 522.4526343029634, 634.5385541429077, 615.407015867302, 457.7251434157961, 615.4639312863022, 559.4689728830649, 623.691005086221, 693.7142659843399, 703.9436036275952, 631.8292020971069, 801.5693414269091, 534.8480351435383, 491.5274155898172, 604.3380470801769, -164.73085007689048, 791.2967740585352, 730.0107501214254, 598.1777257059616, 225.2229765809772, 419.17241748814536, 954.5187880651046, 939.2630318931194, 825.1183379303618, 716.1054743160864, 1163.1792883879207]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.1968886728179004,0.31325527387602015,1.5338065887102184,[{'cur_scale': 0.02}],62000,3936000,62000,2.339,3.274,7.232,0.003,8849.53,64.0,6.1421052631578945,2.7000000000000006,43.30101,69.750404,22.38593
2120.629851311552,-540.6540504139148,240.32934838072154,1000.0,1,1000,False,63000,63,63,4ff5cfc29d8442d5af241010bd32c1db,2020-04-09_15-13-43,1586445223,13.778032302856445,863.9994974136353,34712,ip-172-31-22-137,172.31.22.137,863.9994974136353,63000,63,0,00000,0_use_pytorch=False,"[2120.629851311552, -295.68527026830975, -100.21947962918252, -540.6540504139148, -531.7702329440481, -412.52126390333194, -498.086213866079, -532.8418560439185, -485.840895641563, -390.73683720320633, -363.64940432026765, -395.3873300646035, -472.6715674389098, -451.59174735693625, -490.45837244030116, -264.04045513399876, -388.3690173469221, -133.06038356608906, -61.42018361897942, -93.28180340527483, -63.56375217251576, -140.82004836928064, -62.4287822350848, -110.51588424754193, 37.95691508182904, -7.975580991297672, 59.98714334811212, 444.68435413783754, 353.38984326981273, 334.13840647587216, 500.17431684285333, -55.137749246294014, -189.373129770286, 424.9731641194828, 410.3041579059661, 542.6524565967956, 332.2259031619349, 522.4526343029634, 634.5385541429077, 615.407015867302, 457.7251434157961, 615.4639312863022, 559.4689728830649, 623.691005086221, 693.7142659843399, 703.9436036275952, 631.8292020971069, 801.5693414269091, 534.8480351435383, 491.5274155898172, 604.3380470801769, -164.73085007689048, 791.2967740585352, 730.0107501214254, 598.1777257059616, 225.2229765809772, 419.17241748814536, 954.5187880651046, 939.2630318931194, 825.1183379303618, 716.1054743160864, 1163.1792883879207, 1423.88184496676]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.1968273151857215,0.3132234921250455,1.5331529471770635,[{'cur_scale': 0.02}],63000,4000000,63000,2.364,3.299,7.337,0.003,8723.055,64.0,6.1450000000000005,2.7000000000000006,46.62915,73.544,25.208096
2352.819726624272,-540.6540504139148,273.33701054077704,1000.0,1,1000,False,64000,64,64,4ff5cfc29d8442d5af241010bd32c1db,2020-04-09_15-13-56,1586445236,13.734397172927856,877.7338945865631,34712,ip-172-31-22-137,172.31.22.137,877.7338945865631,64000,64,0,00000,0_use_pytorch=False,"[2352.819726624272, -295.68527026830975, -100.21947962918252, -540.6540504139148, -531.7702329440481, -412.52126390333194, -498.086213866079, -532.8418560439185, -485.840895641563, -390.73683720320633, -363.64940432026765, -395.3873300646035, -472.6715674389098, -451.59174735693625, -490.45837244030116, -264.04045513399876, -388.3690173469221, -133.06038356608906, -61.42018361897942, -93.28180340527483, -63.56375217251576, -140.82004836928064, -62.4287822350848, -110.51588424754193, 37.95691508182904, -7.975580991297672, 59.98714334811212, 444.68435413783754, 353.38984326981273, 334.13840647587216, 500.17431684285333, -55.137749246294014, -189.373129770286, 424.9731641194828, 410.3041579059661, 542.6524565967956, 332.2259031619349, 522.4526343029634, 634.5385541429077, 615.407015867302, 457.7251434157961, 615.4639312863022, 559.4689728830649, 623.691005086221, 693.7142659843399, 703.9436036275952, 631.8292020971069, 801.5693414269091, 534.8480351435383, 491.5274155898172, 604.3380470801769, -164.73085007689048, 791.2967740585352, 730.0107501214254, 598.1777257059616, 225.2229765809772, 419.17241748814536, 954.5187880651046, 939.2630318931194, 825.1183379303618, 716.1054743160864, 1163.1792883879207, 1423.88184496676, 2120.629851311552]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.19676619439134901,0.31319245618663494,1.532514229592501,[{'cur_scale': 0.02}],64000,4064000,64000,2.319,3.276,7.278,0.003,8793.609,64.0,6.163157894736842,2.7000000000000006,52.178074,76.80208,30.1811
2352.819726624272,-540.6540504139148,302.3486311558475,1000.0,1,1000,False,65000,65,65,4ff5cfc29d8442d5af241010bd32c1db,2020-04-09_15-14-10,1586445250,13.706180334091187,891.4400749206543,34712,ip-172-31-22-137,172.31.22.137,891.4400749206543,65000,65,0,00000,0_use_pytorch=False,"[2159.092350520358, -295.68527026830975, -100.21947962918252, -540.6540504139148, -531.7702329440481, -412.52126390333194, -498.086213866079, -532.8418560439185, -485.840895641563, -390.73683720320633, -363.64940432026765, -395.3873300646035, -472.6715674389098, -451.59174735693625, -490.45837244030116, -264.04045513399876, -388.3690173469221, -133.06038356608906, -61.42018361897942, -93.28180340527483, -63.56375217251576, -140.82004836928064, -62.4287822350848, -110.51588424754193, 37.95691508182904, -7.975580991297672, 59.98714334811212, 444.68435413783754, 353.38984326981273, 334.13840647587216, 500.17431684285333, -55.137749246294014, -189.373129770286, 424.9731641194828, 410.3041579059661, 542.6524565967956, 332.2259031619349, 522.4526343029634, 634.5385541429077, 615.407015867302, 457.7251434157961, 615.4639312863022, 559.4689728830649, 623.691005086221, 693.7142659843399, 703.9436036275952, 631.8292020971069, 801.5693414269091, 534.8480351435383, 491.5274155898172, 604.3380470801769, -164.73085007689048, 791.2967740585352, 730.0107501214254, 598.1777257059616, 225.2229765809772, 419.17241748814536, 954.5187880651046, 939.2630318931194, 825.1183379303618, 716.1054743160864, 1163.1792883879207, 1423.88184496676, 2120.629851311552, 2352.819726624272]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.19670512080598626,0.3131619641446743,1.5318873957418326,[{'cur_scale': 0.02}],65000,4128000,65000,2.339,3.296,7.206,0.003,8881.798,64.0,6.155,2.7000000000000006,54.10415,78.57191,31.883116
2352.819726624272,-540.6540504139148,324.4689839395705,1000.0,1,1000,False,66000,66,66,4ff5cfc29d8442d5af241010bd32c1db,2020-04-09_15-14-39,1586445279,13.766152143478394,905.2062270641327,34712,ip-172-31-22-137,172.31.22.137,905.2062270641327,66000,66,0,00000,0_use_pytorch=False,"[1762.2919148815633, -295.68527026830975, -100.21947962918252, -540.6540504139148, -531.7702329440481, -412.52126390333194, -498.086213866079, -532.8418560439185, -485.840895641563, -390.73683720320633, -363.64940432026765, -395.3873300646035, -472.6715674389098, -451.59174735693625, -490.45837244030116, -264.04045513399876, -388.3690173469221, -133.06038356608906, -61.42018361897942, -93.28180340527483, -63.56375217251576, -140.82004836928064, -62.4287822350848, -110.51588424754193, 37.95691508182904, -7.975580991297672, 59.98714334811212, 444.68435413783754, 353.38984326981273, 334.13840647587216, 500.17431684285333, -55.137749246294014, -189.373129770286, 424.9731641194828, 410.3041579059661, 542.6524565967956, 332.2259031619349, 522.4526343029634, 634.5385541429077, 615.407015867302, 457.7251434157961, 615.4639312863022, 559.4689728830649, 623.691005086221, 693.7142659843399, 703.9436036275952, 631.8292020971069, 801.5693414269091, 534.8480351435383, 491.5274155898172, 604.3380470801769, -164.73085007689048, 791.2967740585352, 730.0107501214254, 598.1777257059616, 225.2229765809772, 419.17241748814536, 954.5187880651046, 939.2630318931194, 825.1183379303618, 716.1054743160864, 1163.1792883879207, 1423.88184496676, 2120.629851311552, 2352.819726624272, 2159.092350520358]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.19664460308595308,0.31313259224716433,1.5312747806207294,[{'cur_scale': 0.02}],66000,4192000,66000,2.307,3.266,7.33,0.003,8731.681,64.0,6.2926829268292686,2.7,61.64967,81.93203,31.977589
2352.819726624272,-540.6540504139148,345.23030104676633,1000.0,1,1000,False,67000,67,67,4ff5cfc29d8442d5af241010bd32c1db,2020-04-09_15-14-53,1586445293,13.7613365650177,918.9675636291504,34712,ip-172-31-22-137,172.31.22.137,918.9675636291504,67000,67,0,00000,0_use_pytorch=False,"[1715.4772301216901, -295.68527026830975, -100.21947962918252, -540.6540504139148, -531.7702329440481, -412.52126390333194, -498.086213866079, -532.8418560439185, -485.840895641563, -390.73683720320633, -363.64940432026765, -395.3873300646035, -472.6715674389098, -451.59174735693625, -490.45837244030116, -264.04045513399876, -388.3690173469221, -133.06038356608906, -61.42018361897942, -93.28180340527483, -63.56375217251576, -140.82004836928064, -62.4287822350848, -110.51588424754193, 37.95691508182904, -7.975580991297672, 59.98714334811212, 444.68435413783754, 353.38984326981273, 334.13840647587216, 500.17431684285333, -55.137749246294014, -189.373129770286, 424.9731641194828, 410.3041579059661, 542.6524565967956, 332.2259031619349, 522.4526343029634, 634.5385541429077, 615.407015867302, 457.7251434157961, 615.4639312863022, 559.4689728830649, 623.691005086221, 693.7142659843399, 703.9436036275952, 631.8292020971069, 801.5693414269091, 534.8480351435383, 491.5274155898172, 604.3380470801769, -164.73085007689048, 791.2967740585352, 730.0107501214254, 598.1777257059616, 225.2229765809772, 419.17241748814536, 954.5187880651046, 939.2630318931194, 825.1183379303618, 716.1054743160864, 1163.1792883879207, 1423.88184496676, 2120.629851311552, 2352.819726624272, 2159.092350520358, 1762.2919148815633]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.19658445987112802,0.3131036641819189,1.5306788162855978,[{'cur_scale': 0.02}],67000,4256000,67000,2.341,3.289,7.244,0.003,8835.112,64.0,6.135,2.7000000000000006,62.152283,86.419365,30.363771
2352.819726624272,-540.6540504139148,356.045851185159,1000.0,1,1000,False,68000,68,68,4ff5cfc29d8442d5af241010bd32c1db,2020-04-09_15-15-07,1586445307,13.74774956703186,932.7153131961823,34712,ip-172-31-22-137,172.31.22.137,932.7153131961823,68000,68,0,00000,0_use_pytorch=False,"[1080.6877104574717, -295.68527026830975, -100.21947962918252, -540.6540504139148, -531.7702329440481, -412.52126390333194, -498.086213866079, -532.8418560439185, -485.840895641563, -390.73683720320633, -363.64940432026765, -395.3873300646035, -472.6715674389098, -451.59174735693625, -490.45837244030116, -264.04045513399876, -388.3690173469221, -133.06038356608906, -61.42018361897942, -93.28180340527483, -63.56375217251576, -140.82004836928064, -62.4287822350848, -110.51588424754193, 37.95691508182904, -7.975580991297672, 59.98714334811212, 444.68435413783754, 353.38984326981273, 334.13840647587216, 500.17431684285333, -55.137749246294014, -189.373129770286, 424.9731641194828, 410.3041579059661, 542.6524565967956, 332.2259031619349, 522.4526343029634, 634.5385541429077, 615.407015867302, 457.7251434157961, 615.4639312863022, 559.4689728830649, 623.691005086221, 693.7142659843399, 703.9436036275952, 631.8292020971069, 801.5693414269091, 534.8480351435383, 491.5274155898172, 604.3380470801769, -164.73085007689048, 791.2967740585352, 730.0107501214254, 598.1777257059616, 225.2229765809772, 419.17241748814536, 954.5187880651046, 939.2630318931194, 825.1183379303618, 716.1054743160864, 1163.1792883879207, 1423.88184496676, 2120.629851311552, 2352.819726624272, 2159.092350520358, 1762.2919148815633, 1715.4772301216901]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.19652475341484063,0.31307508371480175,1.5300991089889862,[{'cur_scale': 0.02}],68000,4320000,68000,2.334,3.298,7.296,0.003,8771.598,64.0,6.115,2.7000000000000006,63.38604,87.777885,34.853966
2352.819726624272,-540.6540504139148,371.94575409637537,1000.0,1,1000,False,69000,69,69,4ff5cfc29d8442d5af241010bd32c1db,2020-04-09_15-15-21,1586445321,13.789740562438965,946.5050537586212,34712,ip-172-31-22-137,172.31.22.137,946.5050537586212,69000,69,0,00000,0_use_pytorch=False,"[1453.139152059086, -295.68527026830975, -100.21947962918252, -540.6540504139148, -531.7702329440481, -412.52126390333194, -498.086213866079, -532.8418560439185, -485.840895641563, -390.73683720320633, -363.64940432026765, -395.3873300646035, -472.6715674389098, -451.59174735693625, -490.45837244030116, -264.04045513399876, -388.3690173469221, -133.06038356608906, -61.42018361897942, -93.28180340527483, -63.56375217251576, -140.82004836928064, -62.4287822350848, -110.51588424754193, 37.95691508182904, -7.975580991297672, 59.98714334811212, 444.68435413783754, 353.38984326981273, 334.13840647587216, 500.17431684285333, -55.137749246294014, -189.373129770286, 424.9731641194828, 410.3041579059661, 542.6524565967956, 332.2259031619349, 522.4526343029634, 634.5385541429077, 615.407015867302, 457.7251434157961, 615.4639312863022, 559.4689728830649, 623.691005086221, 693.7142659843399, 703.9436036275952, 631.8292020971069, 801.5693414269091, 534.8480351435383, 491.5274155898172, 604.3380470801769, -164.73085007689048, 791.2967740585352, 730.0107501214254, 598.1777257059616, 225.2229765809772, 419.17241748814536, 954.5187880651046, 939.2630318931194, 825.1183379303618, 716.1054743160864, 1163.1792883879207, 1423.88184496676, 2120.629851311552, 2352.819726624272, 2159.092350520358, 1762.2919148815633, 1715.4772301216901, 1080.6877104574717]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.19646576312945888,0.3130469738971253,1.5295355312000836,[{'cur_scale': 0.02}],69000,4384000,69000,2.366,3.317,7.305,0.003,8760.72,64.0,6.189473684210526,2.7000000000000006,62.682575,84.93309,33.29939
2352.819726624272,-540.6540504139148,392.56028723066254,1000.0,1,1000,False,70000,70,70,4ff5cfc29d8442d5af241010bd32c1db,2020-04-09_15-15-35,1586445335,13.795628070831299,960.3006818294525,34712,ip-172-31-22-137,172.31.22.137,960.3006818294525,70000,70,0,00000,0_use_pytorch=False,"[1814.9630734964805, -295.68527026830975, -100.21947962918252, -540.6540504139148, -531.7702329440481, -412.52126390333194, -498.086213866079, -532.8418560439185, -485.840895641563, -390.73683720320633, -363.64940432026765, -395.3873300646035, -472.6715674389098, -451.59174735693625, -490.45837244030116, -264.04045513399876, -388.3690173469221, -133.06038356608906, -61.42018361897942, -93.28180340527483, -63.56375217251576, -140.82004836928064, -62.4287822350848, -110.51588424754193, 37.95691508182904, -7.975580991297672, 59.98714334811212, 444.68435413783754, 353.38984326981273, 334.13840647587216, 500.17431684285333, -55.137749246294014, -189.373129770286, 424.9731641194828, 410.3041579059661, 542.6524565967956, 332.2259031619349, 522.4526343029634, 634.5385541429077, 615.407015867302, 457.7251434157961, 615.4639312863022, 559.4689728830649, 623.691005086221, 693.7142659843399, 703.9436036275952, 631.8292020971069, 801.5693414269091, 534.8480351435383, 491.5274155898172, 604.3380470801769, -164.73085007689048, 791.2967740585352, 730.0107501214254, 598.1777257059616, 225.2229765809772, 419.17241748814536, 954.5187880651046, 939.2630318931194, 825.1183379303618, 716.1054743160864, 1163.1792883879207, 1423.88184496676, 2120.629851311552, 2352.819726624272, 2159.092350520358, 1762.2919148815633, 1715.4772301216901, 1080.6877104574717, 1453.139152059086]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.19640748523747956,0.31301970220580816,1.5289847368230052,[{'cur_scale': 0.02}],70000,4448000,70000,2.43,3.384,7.495,0.003,8539.409,64.0,6.170000000000001,2.7000000000000006,68.04357,93.436584,41.178505
2352.819726624272,-540.6540504139148,416.6497878039962,1000.0,1,1000,False,71000,71,71,4ff5cfc29d8442d5af241010bd32c1db,2020-04-09_15-16-04,1586445364,13.828561067581177,974.1292428970337,34712,ip-172-31-22-137,172.31.22.137,974.1292428970337,71000,71,0,00000,0_use_pytorch=False,"[2102.9148279373517, -295.68527026830975, -100.21947962918252, -540.6540504139148, -531.7702329440481, -412.52126390333194, -498.086213866079, -532.8418560439185, -485.840895641563, -390.73683720320633, -363.64940432026765, -395.3873300646035, -472.6715674389098, -451.59174735693625, -490.45837244030116, -264.04045513399876, -388.3690173469221, -133.06038356608906, -61.42018361897942, -93.28180340527483, -63.56375217251576, -140.82004836928064, -62.4287822350848, -110.51588424754193, 37.95691508182904, -7.975580991297672, 59.98714334811212, 444.68435413783754, 353.38984326981273, 334.13840647587216, 500.17431684285333, -55.137749246294014, -189.373129770286, 424.9731641194828, 410.3041579059661, 542.6524565967956, 332.2259031619349, 522.4526343029634, 634.5385541429077, 615.407015867302, 457.7251434157961, 615.4639312863022, 559.4689728830649, 623.691005086221, 693.7142659843399, 703.9436036275952, 631.8292020971069, 801.5693414269091, 534.8480351435383, 491.5274155898172, 604.3380470801769, -164.73085007689048, 791.2967740585352, 730.0107501214254, 598.1777257059616, 225.2229765809772, 419.17241748814536, 954.5187880651046, 939.2630318931194, 825.1183379303618, 716.1054743160864, 1163.1792883879207, 1423.88184496676, 2120.629851311552, 2352.819726624272, 2159.092350520358, 1762.2919148815633, 1715.4772301216901, 1080.6877104574717, 1453.139152059086, 1814.9630734964805]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.1963498564068971,0.3129935731593285,1.5284469844265327,[{'cur_scale': 0.02}],71000,4512000,71000,2.34,3.548,7.343,0.003,8716.088,64.0,6.309523809523809,2.7,72.18706,96.5128,33.267296
