episode_reward_mean,episode_len_mean,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,experiment_tag,info/weights_norm,info/grad_norm,info/update_ratio,info/episodes_this_iter,info/episodes_so_far,perf/cpu_util_percent,perf/ram_util_percent
581.632,127.0,124045,False,4570808,,48,2fc7ae764cca4450805d8221760b3992,2020-04-22_20-04-31,1587585871,4.060887098312378,175.0288314819336,91836,ip-172-31-19-219,172.31.19.219,175.0288314819336,4570808,48,00000,0,1041.8475,11.639861,0.028745152,1140,54150,72.14000000000001,15.1
578.26917,115.0,125916,False,4696724,,49,2fc7ae764cca4450805d8221760b3992,2020-04-22_20-04-35,1587585875,4.258950233459473,179.28778171539307,91836,ip-172-31-19-219,172.31.19.219,179.28778171539307,4696724,49,00000,0,1046.6803,11.911294,0.028622266,1140,55290,66.81666666666668,15.1
578.26917,nan,124773,False,4821497,,50,2fc7ae764cca4450805d8221760b3992,2020-04-22_20-04-39,1587585879,3.9721224308013916,183.25990414619446,91836,ip-172-31-19-219,172.31.19.219,183.25990414619446,4821497,50,00000,0,1051.3461,11.229198,0.028391112,1140,56430,66.11666666666667,15.1
574.08545,119.0,126136,False,4947633,,51,2fc7ae764cca4450805d8221760b3992,2020-04-22_20-04-44,1587585884,4.059029817581177,187.31893396377563,91836,ip-172-31-19-219,172.31.19.219,187.31893396377563,4947633,51,00000,0,1055.9318,12.1224985,0.028369855,1140,57570,64.88333333333334,15.116666666666667
581.1547,138.0,127602,False,5075235,,52,2fc7ae764cca4450805d8221760b3992,2020-04-22_20-04-48,1587585888,4.225174427032471,191.5441083908081,91836,ip-172-31-19-219,172.31.19.219,191.5441083908081,5075235,52,00000,0,1060.4055,12.835784,0.028511351,1140,58710,65.76666666666667,15.116666666666667
585.2645,113.0,128150,False,5203385,,53,2fc7ae764cca4450805d8221760b3992,2020-04-22_20-04-52,1587585892,4.1357104778289795,195.67981886863708,91836,ip-172-31-19-219,172.31.19.219,195.67981886863708,5203385,53,00000,0,1064.7697,12.220953,0.028496586,1140,59850,65.33333333333333,15.200000000000001
573.8129,100.0,126416,False,5329801,,54,2fc7ae764cca4450805d8221760b3992,2020-04-22_20-04-56,1587585896,3.9769742488861084,199.6567931175232,91836,ip-172-31-19-219,172.31.19.219,199.6567931175232,5329801,54,00000,0,1069.093,11.784745,0.02834902,1140,60990,64.61666666666667,15.200000000000001
598.129,139.0,128437,False,5458238,,55,2fc7ae764cca4450805d8221760b3992,2020-04-22_20-05-00,1587585900,4.331262111663818,203.988055229187,91836,ip-172-31-19-219,172.31.19.219,203.988055229187,5458238,55,00000,0,1073.3856,11.900165,0.028315421,1140,62130,65.55,15.216666666666667
595.7067,114.66666666666667,127948,False,5586186,,56,2fc7ae764cca4450805d8221760b3992,2020-04-22_20-05-04,1587585904,4.059107065200806,208.04716229438782,91836,ip-172-31-19-219,172.31.19.219,208.04716229438782,5586186,56,00000,0,1077.7386,12.034768,0.028283535,1140,63270,72.75999999999999,15.2
616.11255,128.0,128262,False,5714448,,57,2fc7ae764cca4450805d8221760b3992,2020-04-22_20-05-08,1587585908,4.09565806388855,212.14282035827637,91836,ip-172-31-19-219,172.31.19.219,212.14282035827637,5714448,57,00000,0,1081.9957,11.784771,0.028133035,1140,64410,67.9,15.200000000000001
627.9758,120.8,129506,False,5843954,,58,2fc7ae764cca4450805d8221760b3992,2020-04-22_20-05-13,1587585913,4.262749671936035,216.4055700302124,91836,ip-172-31-19-219,172.31.19.219,216.4055700302124,5843954,58,00000,0,1086.3085,11.471532,0.027955402,1140,65550,68.15000000000002,15.200000000000001
629.34705,128.66666666666666,129351,False,5973305,,59,2fc7ae764cca4450805d8221760b3992,2020-04-22_20-05-17,1587585917,4.130411386489868,220.53598141670227,91836,ip-172-31-19-219,172.31.19.219,220.53598141670227,5973305,59,00000,0,1090.448,11.971382,0.027978493,1140,66690,65.51666666666667,15.200000000000001
634.90076,119.0,129601,False,6102906,,60,2fc7ae764cca4450805d8221760b3992,2020-04-22_20-05-21,1587585921,4.24481987953186,224.78080129623413,91836,ip-172-31-19-219,172.31.19.219,224.78080129623413,6102906,60,00000,0,1094.5518,10.95105,0.027722508,1140,67830,66.44999999999999,15.200000000000001
634.90076,nan,129694,False,6232600,,61,2fc7ae764cca4450805d8221760b3992,2020-04-22_20-05-25,1587585925,4.250871896743774,229.0316731929779,91836,ip-172-31-19-219,172.31.19.219,229.0316731929779,6232600,61,00000,0,1098.513,11.122132,0.027556982,1140,68970,65.7,15.200000000000001
638.83685,129.0,129416,False,6362016,,62,2fc7ae764cca4450805d8221760b3992,2020-04-22_20-05-29,1587585929,4.092648267745972,233.12432146072388,91836,ip-172-31-19-219,172.31.19.219,233.12432146072388,6362016,62,00000,0,1102.2664,12.244069,0.027636455,1140,70110,69.11666666666666,15.200000000000001
638.83685,nan,129720,False,6491736,,63,2fc7ae764cca4450805d8221760b3992,2020-04-22_20-05-33,1587585933,4.0537590980529785,237.17808055877686,91836,ip-172-31-19-219,172.31.19.219,237.17808055877686,6491736,63,00000,0,1105.9294,11.390604,0.027552223,1140,71250,68.06666666666666,15.200000000000001
634.7882,128.0,130900,False,6622636,,64,2fc7ae764cca4450805d8221760b3992,2020-04-22_20-05-38,1587585938,4.279602766036987,241.45768332481384,91836,ip-172-31-19-219,172.31.19.219,241.45768332481384,6622636,64,00000,0,1109.4653,11.88136,0.02763009,1140,72390,67.19999999999999,15.200000000000001
646.23865,135.0,129977,False,6752613,,65,2fc7ae764cca4450805d8221760b3992,2020-04-22_20-05-42,1587585942,4.115431547164917,245.57311487197876,91836,ip-172-31-19-219,172.31.19.219,245.57311487197876,6752613,65,00000,0,1113.0375,10.887732,0.02741726,1140,73530,66.60000000000001,15.200000000000001
646.23865,nan,129817,False,6882430,,66,2fc7ae764cca4450805d8221760b3992,2020-04-22_20-05-46,1587585946,3.9334843158721924,249.50659918785095,91836,ip-172-31-19-219,172.31.19.219,249.50659918785095,6882430,66,00000,0,1116.4475,12.608206,0.027528083,1140,74670,66.53333333333332,15.216666666666667
658.01306,117.0,129585,False,7012015,,67,2fc7ae764cca4450805d8221760b3992,2020-04-22_20-05-50,1587585950,4.1821160316467285,253.68871521949768,91836,ip-172-31-19-219,172.31.19.219,253.68871521949768,7012015,67,00000,0,1119.8723,12.771625,0.027691709,1142,75812,65.85,15.216666666666667
654.82434,133.0,130544,False,7142559,,68,2fc7ae764cca4450805d8221760b3992,2020-04-22_20-05-54,1587585954,4.39938497543335,258.08810019493103,91836,ip-172-31-19-219,172.31.19.219,258.08810019493103,7142559,68,00000,0,1123.2584,12.307546,0.027740268,1140,76952,66.68333333333334,15.200000000000001
661.6195,125.5,131406,False,7273965,,69,2fc7ae764cca4450805d8221760b3992,2020-04-22_20-05-58,1587585958,4.106058120727539,262.19415831565857,91836,ip-172-31-19-219,172.31.19.219,262.19415831565857,7273965,69,00000,0,1126.6072,11.32497,0.027566077,1140,78092,67.23333333333333,15.216666666666667
665.3798,139.75,132182,False,7406147,,70,2fc7ae764cca4450805d8221760b3992,2020-04-22_20-06-03,1587585963,4.076289653778076,266.27044796943665,91836,ip-172-31-19-219,172.31.19.219,266.27044796943665,7406147,70,00000,0,1130.0107,12.116553,0.02760082,1140,79232,67.66666666666667,15.200000000000001
667.655,124.0,132622,False,7538769,,71,2fc7ae764cca4450805d8221760b3992,2020-04-22_20-06-07,1587585967,4.203247785568237,270.4736957550049,91836,ip-172-31-19-219,172.31.19.219,270.4736957550049,7538769,71,00000,0,1133.3019,11.780445,0.027547166,1140,80372,67.86666666666666,15.200000000000001
662.1534,124.33333333333333,131680,False,7670449,,72,2fc7ae764cca4450805d8221760b3992,2020-04-22_20-06-11,1587585971,4.331291675567627,274.8049874305725,91836,ip-172-31-19-219,172.31.19.219,274.8049874305725,7670449,72,00000,0,1136.423,11.964232,0.027468085,1140,81512,67.65000000000002,15.216666666666667
667.6358,137.33333333333334,133231,False,7803680,,73,2fc7ae764cca4450805d8221760b3992,2020-04-22_20-06-15,1587585975,4.182708263397217,278.9876956939697,91836,ip-172-31-19-219,172.31.19.219,278.9876956939697,7803680,73,00000,0,1139.5123,11.99826,0.02746117,1140,82652,68.56666666666668,15.216666666666667
667.6358,nan,133550,False,7937230,,74,2fc7ae764cca4450805d8221760b3992,2020-04-22_20-06-19,1587585979,4.088839054107666,283.0765347480774,91836,ip-172-31-19-219,172.31.19.219,283.0765347480774,7937230,74,00000,0,1142.676,11.379914,0.027303874,1140,83792,68.55,15.200000000000001
680.77637,151.0,134361,False,8071591,,75,2fc7ae764cca4450805d8221760b3992,2020-04-22_20-06-24,1587585984,4.274648666381836,287.35118341445923,91836,ip-172-31-19-219,172.31.19.219,287.35118341445923,8071591,75,00000,0,1145.8646,11.384077,0.027177103,1140,84932,68.95,15.216666666666667
682.5785,144.5,134432,False,8206023,,76,2fc7ae764cca4450805d8221760b3992,2020-04-22_20-06-28,1587585988,4.335996627807617,291.68718004226685,91836,ip-172-31-19-219,172.31.19.219,291.68718004226685,8206023,76,00000,0,1149.0343,12.193809,0.027231196,1140,86072,69.16666666666667,15.200000000000001
695.43445,157.0,136244,False,8342267,,77,2fc7ae764cca4450805d8221760b3992,2020-04-22_20-06-32,1587585992,4.4254443645477295,296.1126244068146,91836,ip-172-31-19-219,172.31.19.219,296.1126244068146,8342267,77,00000,0,1152.1893,12.049012,0.027240232,1140,87212,69.96666666666668,15.200000000000001
